Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29.0,No,Travel_Frequently,995,,2,,Life Sciences,1,1590,,Male,87,3,2,Healthcare Representative,4.0,Divorced,8853.0,24483,1,Y,No,19,,4,80,1,,0,4,6.0,4,1,3
50.0,No,Travel_Rarely,264,,9,3.0,Marketing,1,1591,,Male,59,3,5,,,,,19519,4,Y,Yes,16,3.0,3,80,1,,2,3,1.0,0,0,0
23.0,,Travel_Rarely,977,Research & Development,10,,Technical Degree,1,1592,,Male,45,4,1,Research Scientist,3.0,,,12826,2,Y,No,16,3.0,4,80,1,4.0,2,3,2.0,2,2,2
,No,Travel_Frequently,1302,,6,4.0,Life Sciences,1,1594,,Male,80,4,2,,,,5562.0,19711,3,Y,Yes,13,3.0,4,80,1,,3,3,,2,0,2
42.0,No,Travel_Rarely,1059,Research & Development,9,,Other,1,1595,4.0,Male,93,2,5,,,,19613.0,26362,8,Y,No,22,,4,80,0,,2,3,,0,0,1
35.0,No,Travel_Rarely,750,Research & Development,28,3.0,Life Sciences,1,1596,2.0,Male,46,4,2,Laboratory Technician,3.0,Married,,25348,1,Y,No,17,3.0,4,80,2,10.0,3,2,10.0,9,6,8
34.0,,Travel_Frequently,653,Research & Development,10,,Technical Degree,1,1597,4.0,Male,92,2,2,,,Married,,15332,1,Y,No,14,3.0,2,80,1,,3,2,8.0,2,7,7
,No,Travel_Rarely,118,Sales,14,,Life Sciences,1,1598,4.0,Female,84,3,2,Sales Executive,1.0,Married,4639.0,11262,1,Y,No,15,,3,80,1,,2,3,,4,1,2
43.0,No,Travel_Rarely,990,Research & Development,27,,Technical Degree,1,1599,4.0,Male,87,4,1,Laboratory Technician,2.0,Divorced,4876.0,5855,5,Y,No,12,3.0,3,80,1,8.0,0,3,,4,0,2
35.0,No,Travel_Rarely,1349,Research & Development,7,2.0,Life Sciences,1,1601,3.0,Male,63,2,1,Laboratory Technician,,,2690.0,7713,1,Y,No,18,,4,80,1,1.0,5,2,1.0,0,0,1
46.0,No,Travel_Rarely,563,,1,,Life Sciences,1,1602,4.0,Male,56,4,4,Manager,,Single,,3156,1,Y,No,15,3.0,2,80,0,,5,1,26.0,0,0,12
28.0,Yes,Travel_Rarely,329,Research & Development,24,,Medical,1,1604,3.0,Male,51,3,1,,2.0,Married,,7324,1,Y,Yes,17,3.0,3,80,3,,3,3,1.0,1,0,0
,No,Non-Travel,457,,26,,Other,1,1605,,Female,85,2,1,,3.0,Married,,10293,1,Y,Yes,14,,2,80,0,4.0,2,2,4.0,2,1,3
,No,Travel_Frequently,1234,,20,5.0,Medical,1,1606,2.0,Male,41,3,4,,3.0,Married,,20689,2,Y,Yes,15,3.0,3,80,1,,3,3,30.0,8,12,13
,No,Travel_Rarely,634,,5,4.0,Other,1,1607,2.0,Female,35,4,1,Research Scientist,,,3312.0,18783,3,Y,No,17,3.0,4,80,2,6.0,3,3,3.0,2,0,2
,No,Travel_Rarely,1313,,7,3.0,Medical,1,1608,,Female,31,3,5,,,,19049.0,3549,0,Y,Yes,14,3.0,4,80,1,,4,2,,7,1,10
30.0,No,Travel_Rarely,241,Research & Development,7,,Medical,1,1609,,Male,48,2,1,Research Scientist,,Married,,5348,1,Y,No,12,,2,80,1,,3,2,6.0,4,1,1
,,Travel_Rarely,1015,Research & Development,5,5.0,Medical,1,1611,3.0,Female,50,1,2,Laboratory Technician,1.0,,5769.0,23447,1,Y,Yes,14,3.0,1,80,0,,3,3,,7,1,4
,,Non-Travel,336,Sales,26,,Marketing,1,1612,,Male,52,2,2,Sales Executive,1.0,,4385.0,24162,1,Y,No,15,3.0,1,80,1,10.0,2,3,,7,4,5
,No,Travel_Frequently,715,,2,4.0,Other,1,1613,,Male,54,3,2,Sales Executive,,Single,5332.0,21602,7,Y,No,13,3.0,4,80,0,10.0,3,3,5.0,2,0,3
36.0,No,Travel_Rarely,559,,12,4.0,Life Sciences,1,1614,,Female,76,3,2,,3.0,Married,4663.0,12421,9,Y,Yes,12,3.0,2,80,2,,2,3,3.0,2,1,1
34.0,No,Travel_Frequently,426,Research & Development,10,4.0,Life Sciences,1,1615,,Male,42,4,2,,,Divorced,4724.0,17000,1,Y,No,13,3.0,1,80,1,9.0,3,3,9.0,7,7,2
,,Travel_Rarely,722,Research & Development,25,,Life Sciences,1,1617,,Female,84,3,1,,1.0,,3211.0,22102,1,Y,No,14,3.0,4,80,1,10.0,3,2,,6,1,4
39.0,No,Travel_Rarely,1387,,10,5.0,Medical,1,1618,2.0,Male,76,3,2,,1.0,,,3835,2,Y,No,13,3.0,4,80,3,10.0,3,3,7.0,7,7,7
,No,Travel_Rarely,1302,Research & Development,19,,Other,1,1619,4.0,Male,67,2,1,,,Divorced,,16290,1,Y,No,11,3.0,1,80,2,,3,3,,7,0,7
35.0,,Travel_Rarely,819,Research & Development,18,,Life Sciences,1,1621,2.0,Male,48,4,2,Research Scientist,1.0,Married,5208.0,26312,1,Y,No,11,3.0,4,80,0,,2,3,16.0,15,1,10
28.0,,Travel_Rarely,580,Research & Development,27,3.0,Medical,1,1622,,Female,39,1,2,,1.0,Divorced,4877.0,20460,0,Y,No,21,4.0,2,80,1,,5,2,5.0,3,0,0
21.0,No,Travel_Rarely,546,,5,1.0,Medical,1,1623,3.0,Male,97,3,1,Research Scientist,4.0,Single,,26009,1,Y,No,18,3.0,3,80,0,,2,3,,2,2,2
,Yes,Travel_Frequently,544,,3,2.0,Medical,1,1624,2.0,Female,70,3,1,Sales Representative,4.0,Single,1569.0,18420,1,Y,Yes,12,,3,80,0,0.0,2,4,0.0,0,0,0
47.0,No,Travel_Rarely,1176,Human Resources,26,4.0,Life Sciences,1,1625,4.0,Female,98,3,5,Manager,,Married,19658.0,5220,3,Y,No,11,3.0,3,80,1,,2,3,,2,1,0
39.0,,Travel_Rarely,170,Research & Development,3,2.0,Medical,1,1627,,Male,76,2,2,Laboratory Technician,,Divorced,3069.0,10302,0,Y,No,15,3.0,4,80,1,11.0,3,3,10.0,8,0,7
40.0,,Travel_Rarely,884,,15,3.0,Life Sciences,1,1628,1.0,Female,80,2,3,,,Married,10435.0,25800,1,Y,No,13,,4,80,2,18.0,2,3,,15,14,12
35.0,No,Non-Travel,208,Research & Development,8,4.0,Life Sciences,1,1630,3.0,Female,52,3,2,Healthcare Representative,3.0,Married,4148.0,12250,1,Y,No,12,,4,80,1,15.0,5,3,14.0,11,2,9
37.0,,Travel_Rarely,671,,19,,Life Sciences,1,1631,3.0,Male,85,3,2,,,Married,,26493,3,Y,No,17,3.0,1,80,3,9.0,2,2,4.0,3,0,2
,,Travel_Frequently,711,,4,3.0,Medical,1,1633,1.0,Female,81,3,2,Manufacturing Director,,,,3140,0,Y,No,13,3.0,4,80,0,,2,1,,2,3,8
,No,Travel_Rarely,1329,,2,,Other,1,1635,,Female,59,2,2,Manufacturing Director,4.0,Divorced,5770.0,5388,1,Y,No,19,,1,80,2,10.0,3,3,10.0,7,3,9
38.0,No,Travel_Rarely,397,,2,2.0,Medical,1,1638,,Female,54,2,3,Manufacturing Director,3.0,Married,,14199,3,Y,Yes,19,3.0,4,80,1,10.0,6,4,5.0,4,0,2
35.0,Yes,Travel_Rarely,737,,10,,Medical,1,1639,4.0,Male,55,2,3,,,,10306.0,21530,9,Y,No,17,,3,80,0,15.0,3,3,13.0,12,6,0
37.0,,Travel_Rarely,1470,Research & Development,10,,Medical,1,1640,,Female,71,3,1,Research Scientist,,,3936.0,9953,1,Y,No,11,,1,80,1,,2,1,8.0,4,7,7
40.0,,Travel_Rarely,448,Research & Development,16,3.0,Life Sciences,1,1641,,Female,84,3,3,Manufacturing Director,4.0,Single,,19948,6,Y,Yes,15,3.0,4,80,0,,2,2,,2,3,3
,,Travel_Frequently,602,,1,5.0,Human Resources,1,1642,1.0,Male,37,3,2,,4.0,Married,5743.0,10503,4,Y,Yes,11,3.0,3,80,0,14.0,3,3,10.0,7,0,2
48.0,No,Travel_Frequently,365,Research & Development,4,5.0,Medical,1,1644,3.0,Male,89,2,4,,4.0,,15202.0,5602,2,Y,No,25,,2,80,1,,3,3,2.0,2,2,2
35.0,,Travel_Rarely,763,,15,2.0,Medical,1,1645,1.0,Male,59,1,2,Sales Executive,4.0,Divorced,5440.0,22098,6,Y,Yes,14,3.0,4,80,2,7.0,2,2,2.0,2,2,2
,,Travel_Frequently,567,Research & Development,2,1.0,Technical Degree,1,1646,1.0,Female,32,3,1,,4.0,Single,3760.0,17218,1,Y,Yes,13,3.0,3,80,0,,2,3,6.0,3,1,3
27.0,No,Travel_Rarely,486,Research & Development,8,3.0,Medical,1,1647,,Female,86,4,1,Research Scientist,,Married,,22490,7,Y,No,17,,1,80,0,,0,3,3.0,2,0,2
27.0,No,Travel_Frequently,591,,2,3.0,Medical,1,1648,4.0,Male,87,3,1,Research Scientist,,Single,2580.0,6297,2,Y,No,13,3.0,3,80,0,6.0,0,2,4.0,2,1,2
40.0,,Travel_Rarely,1329,,7,3.0,Life Sciences,1,1649,,Male,73,3,1,Laboratory Technician,,Single,2166.0,3339,3,Y,Yes,14,3.0,2,80,0,10.0,3,1,4.0,2,0,3
29.0,No,Travel_Rarely,469,,10,,Medical,1,1650,3.0,Male,42,2,2,Sales Executive,3.0,Single,,23413,9,Y,No,11,,3,80,0,8.0,2,3,5.0,2,1,4
36.0,,Travel_Rarely,711,Research & Development,5,4.0,Life Sciences,1,1651,,Female,42,3,3,,,Married,8008.0,22792,4,Y,No,12,3.0,3,80,2,,6,3,3.0,2,0,2
25.0,No,Travel_Frequently,772,Research & Development,2,,Life Sciences,1,1653,4.0,Male,77,4,2,,,,5206.0,4973,1,Y,No,17,3.0,3,80,2,7.0,6,3,7.0,7,0,7
39.0,No,Travel_Rarely,492,Research & Development,12,,Medical,1,1654,,Male,66,3,2,,,,5295.0,7693,4,Y,No,21,4.0,3,80,0,7.0,3,3,,4,1,0
,No,Travel_Rarely,301,,22,,Other,1,1655,,Female,72,3,4,Research Director,2.0,Married,16413.0,3498,3,Y,No,16,3.0,2,80,2,27.0,2,3,,2,1,2
,,Travel_Rarely,813,,17,,Life Sciences,1,1656,4.0,Female,50,2,3,,,,13269.0,21981,5,Y,No,15,3.0,3,80,3,19.0,3,3,,11,1,11
,,Travel_Rarely,1141,,2,3.0,Medical,1,1657,3.0,Female,31,3,1,,3.0,,2783.0,13251,1,Y,No,19,3.0,1,80,0,,3,3,,2,2,2
34.0,No,Travel_Rarely,1130,Research & Development,3,,Life Sciences,1,1658,,Female,66,3,2,Research Scientist,2.0,,,19332,1,Y,No,12,,3,80,1,,2,3,,8,7,9
36.0,,Travel_Rarely,311,Research & Development,7,3.0,Life Sciences,1,1659,1.0,Male,77,3,1,Laboratory Technician,2.0,Single,2013.0,10950,2,Y,No,11,,3,80,0,,4,3,,3,1,3
49.0,No,Travel_Rarely,465,Research & Development,6,,Life Sciences,1,1661,,Female,41,2,4,Healthcare Representative,,Married,,11652,2,Y,Yes,19,,2,80,1,,3,3,,11,2,12
36.0,No,Non-Travel,894,Research & Development,1,4.0,Medical,1,1662,4.0,Female,33,2,2,,3.0,Married,4374.0,15411,0,Y,No,15,3.0,3,80,0,4.0,6,3,3.0,2,1,2
36.0,No,Travel_Rarely,1040,Research & Development,3,,Life Sciences,1,1664,4.0,Male,79,4,2,,,Divorced,6842.0,26308,6,Y,No,20,,1,80,1,13.0,3,3,5.0,4,0,4
54.0,No,Travel_Rarely,584,Research & Development,22,5.0,Medical,1,1665,2.0,Female,91,3,4,,,,17426.0,18685,3,Y,No,25,4.0,3,80,1,36.0,6,3,,8,4,7
43.0,No,Travel_Rarely,1291,Research & Development,15,2.0,Life Sciences,1,1666,3.0,Male,65,2,4,Research Director,,,17603.0,3525,1,Y,No,24,,1,80,1,14.0,3,3,,10,6,11
35.0,,Travel_Frequently,880,,12,,Other,1,1667,4.0,Male,36,3,2,Sales Executive,,Single,4581.0,10414,3,Y,Yes,24,4.0,1,80,0,,2,4,11.0,9,6,7
,No,Travel_Frequently,1189,Research & Development,1,3.0,Life Sciences,1,1668,4.0,Male,90,3,2,,4.0,Married,4735.0,9867,7,Y,No,15,3.0,4,80,2,19.0,4,4,13.0,11,2,9
29.0,No,Travel_Rarely,991,Sales,5,,Medical,1,1669,1.0,Male,43,2,2,,2.0,Divorced,4187.0,3356,1,Y,Yes,13,3.0,2,80,1,,3,2,10.0,0,0,9
33.0,,Travel_Rarely,392,Sales,2,4.0,Medical,1,1670,4.0,Male,93,3,2,Sales Executive,4.0,,,3921,1,Y,No,14,,3,80,2,6.0,5,3,6.0,2,0,4
,No,Travel_Rarely,977,Research & Development,2,,Medical,1,1671,4.0,Male,45,3,2,Research Scientist,,Divorced,,25518,0,Y,No,13,3.0,3,80,2,10.0,4,2,9.0,5,1,6
,No,Travel_Rarely,1112,Sales,5,,Life Sciences,1,1673,1.0,Female,67,3,2,Sales Executive,4.0,,5476.0,22589,1,Y,No,11,3.0,1,80,2,,2,3,,0,0,2
,,Travel_Rarely,464,,16,3.0,Medical,1,1674,4.0,Female,74,3,1,,,,2587.0,24941,4,Y,Yes,16,3.0,2,80,1,,2,2,2.0,2,2,2
,No,Travel_Frequently,148,,2,,Medical,1,1675,4.0,Female,42,2,1,Laboratory Technician,2.0,,2440.0,23826,1,Y,No,22,,2,80,0,4.0,3,3,,3,3,3
,No,Travel_Rarely,1225,Sales,2,,Life Sciences,1,1676,,Female,47,4,4,,,Divorced,15972.0,21086,6,Y,No,14,3.0,3,80,3,,2,3,3.0,2,1,2
49.0,,Travel_Rarely,809,Research & Development,1,,Life Sciences,1,1677,3.0,Male,36,3,4,Manager,3.0,Single,15379.0,22384,4,Y,No,14,,1,80,0,23.0,2,3,8.0,7,0,0
41.0,,Travel_Rarely,1206,,23,2.0,Life Sciences,1,1678,4.0,Male,80,3,3,Sales Executive,3.0,Single,,11591,3,Y,Yes,16,3.0,4,80,0,21.0,2,3,2.0,0,0,2
,No,Travel_Rarely,727,Sales,9,,Life Sciences,1,1680,,Male,54,3,1,Sales Representative,1.0,Single,2728.0,21082,1,Y,No,11,3.0,1,80,0,2.0,3,3,2.0,2,0,2
33.0,No,Non-Travel,530,,16,3.0,Life Sciences,1,1681,3.0,Female,36,3,2,,4.0,,5368.0,16130,1,Y,Yes,25,4.0,3,80,1,7.0,2,3,,5,1,2
,,Travel_Rarely,1351,Research & Development,26,,Life Sciences,1,1682,1.0,Male,80,3,2,Healthcare Representative,,,,7419,6,Y,No,14,3.0,2,80,2,10.0,2,2,3.0,2,0,2
44.0,,Travel_Rarely,528,Human Resources,1,3.0,Life Sciences,1,1683,3.0,Female,44,3,1,,,Divorced,,4167,4,Y,Yes,18,3.0,1,80,3,,2,3,,2,2,2
,,Travel_Rarely,1320,Research & Development,8,1.0,Medical,1,1684,4.0,Male,93,2,1,,3.0,Single,,20586,1,Y,Yes,11,,1,80,0,5.0,2,3,5.0,4,1,2
,No,Travel_Rarely,1495,,4,2.0,Medical,1,1687,,Female,87,3,1,Laboratory Technician,3.0,Married,3306.0,26176,7,Y,No,19,3.0,4,80,1,7.0,5,2,,0,0,0
,No,Travel_Rarely,1395,Research & Development,24,,Medical,1,1689,2.0,Male,48,4,3,,,Married,,3458,3,Y,No,15,,3,80,0,,2,3,4.0,3,1,2
48.0,Yes,Travel_Frequently,708,,7,,Medical,1,1691,4.0,Female,95,3,1,Sales Representative,3.0,Married,2655.0,11740,2,Y,Yes,11,3.0,3,80,2,,3,3,,7,7,7
32.0,Yes,Travel_Rarely,1259,,2,,Life Sciences,1,1692,,Male,95,3,1,,,,1393.0,24852,1,Y,No,12,3.0,1,80,0,1.0,2,3,1.0,0,0,0
26.0,No,Non-Travel,786,Research & Development,7,,Medical,1,1693,4.0,Male,76,3,1,Laboratory Technician,4.0,,2570.0,11925,1,Y,No,20,4.0,3,80,0,7.0,5,3,,7,5,7
55.0,No,Travel_Rarely,1441,Research & Development,22,,Technical Degree,1,1694,1.0,Male,94,2,1,Research Scientist,,,3537.0,23737,5,Y,No,12,,4,80,1,8.0,1,3,4.0,2,1,2
34.0,No,Travel_Rarely,1157,,5,,Medical,1,1696,,Male,57,2,2,Laboratory Technician,,,,11912,1,Y,No,14,,3,80,1,15.0,3,4,15.0,10,4,13
60.0,No,Travel_Rarely,370,Research & Development,1,4.0,Medical,1,1697,3.0,Male,92,1,3,,,Divorced,,20467,3,Y,No,20,4.0,3,80,1,19.0,2,4,,0,0,0
33.0,No,Travel_Rarely,267,Research & Development,21,,Medical,1,1698,2.0,Male,79,4,1,Laboratory Technician,,,,13637,1,Y,No,18,3.0,4,80,3,,6,3,14.0,11,2,13
37.0,No,Travel_Frequently,1278,Sales,1,4.0,Medical,1,1700,3.0,Male,31,1,2,Sales Executive,4.0,Divorced,9525.0,7677,1,Y,No,14,3.0,3,80,2,,2,2,6.0,3,1,3
34.0,No,Travel_Rarely,678,,19,,Life Sciences,1,1701,2.0,Female,35,2,1,Research Scientist,4.0,Married,2929.0,20338,1,Y,No,12,,2,80,0,10.0,3,3,,9,8,7
23.0,Yes,Travel_Rarely,427,,7,3.0,Life Sciences,1,1702,3.0,Male,99,3,1,Sales Representative,4.0,Divorced,2275.0,25103,1,Y,Yes,21,,2,80,1,3.0,2,3,3.0,2,0,2
44.0,No,Travel_Rarely,921,,2,3.0,Life Sciences,1,1703,3.0,Female,96,4,3,Healthcare Representative,,Married,7879.0,14810,1,Y,Yes,19,,2,80,1,9.0,2,3,8.0,7,6,7
35.0,No,Travel_Frequently,146,Research & Development,2,4.0,Medical,1,1704,,Male,79,2,1,,4.0,Single,4930.0,13970,0,Y,Yes,14,,3,80,0,,2,4,5.0,4,1,4
43.0,No,Travel_Rarely,1179,,2,,Medical,1,1706,,Male,73,3,2,Sales Executive,,Married,7847.0,6069,1,Y,Yes,17,,1,80,1,,3,3,10.0,9,8,8
,No,Travel_Rarely,581,,9,3.0,Medical,1,1707,,Male,62,4,1,,3.0,,4401.0,17616,1,Y,No,16,3.0,4,80,1,,1,3,5.0,3,0,4
41.0,No,Travel_Rarely,918,Sales,6,3.0,Marketing,1,1708,4.0,Male,35,3,3,Sales Executive,3.0,,9241.0,15869,1,Y,No,12,,2,80,0,,3,3,10.0,8,8,7
29.0,No,Travel_Rarely,1082,,9,,Medical,1,1709,4.0,Female,43,3,1,Laboratory Technician,3.0,,2974.0,25412,9,Y,No,17,3.0,3,80,1,,2,3,5.0,3,1,2
36.0,,Travel_Rarely,530,Sales,2,4.0,Life Sciences,1,1710,,Female,51,3,2,Sales Representative,,Single,,7439,3,Y,No,15,,3,80,0,,2,2,,7,6,7
,,Non-Travel,1238,Research & Development,1,1.0,Life Sciences,1,1712,3.0,Male,74,2,3,,,Married,,3395,3,Y,No,23,4.0,4,80,1,,3,2,23.0,15,14,4
24.0,,Travel_Rarely,240,,22,,Human Resources,1,1714,4.0,Male,58,1,1,,3.0,,1555.0,11585,1,Y,No,11,,3,80,1,1.0,2,3,1.0,0,0,0
47.0,Yes,Travel_Frequently,1093,Sales,9,3.0,Life Sciences,1,1716,,Male,82,1,4,,,,,24164,7,Y,No,11,3.0,3,80,0,25.0,3,1,,5,14,10
26.0,No,Travel_Rarely,390,Research & Development,17,,Medical,1,1718,,Male,62,1,1,,,Married,2305.0,6217,1,Y,No,15,,3,80,3,3.0,3,4,,2,0,2
,,Travel_Rarely,1005,Research & Development,28,2.0,Technical Degree,1,1719,4.0,Female,48,2,4,,2.0,Single,16704.0,17119,1,Y,No,11,,3,80,0,,2,3,21.0,6,8,6
32.0,No,Travel_Frequently,585,,10,,Life Sciences,1,1720,,Male,56,3,1,Research Scientist,3.0,,3433.0,17360,6,Y,No,13,3.0,1,80,1,10.0,3,2,5.0,2,1,3
31.0,No,Travel_Rarely,741,Research & Development,2,4.0,Life Sciences,1,1721,2.0,Male,69,3,1,Laboratory Technician,,,,18103,1,Y,No,14,,4,80,1,6.0,2,4,5.0,2,0,3
41.0,,Non-Travel,552,Human Resources,4,3.0,Human Resources,1,1722,,Male,60,1,2,Human Resources,2.0,Married,,20794,6,Y,No,19,3.0,2,80,1,10.0,4,3,3.0,2,1,2
,No,Travel_Rarely,369,Research & Development,8,2.0,Life Sciences,1,1724,2.0,Female,92,3,2,Manufacturing Director,1.0,Married,6516.0,5041,2,Y,Yes,16,,2,80,1,,3,3,,0,0,0
24.0,,Travel_Rarely,506,Research & Development,29,1.0,Medical,1,1725,2.0,Male,91,3,1,Laboratory Technician,1.0,Divorced,3907.0,3622,1,Y,No,13,,2,80,3,6.0,2,4,6.0,2,1,2
46.0,,Travel_Rarely,717,Research & Development,13,4.0,Life Sciences,1,1727,3.0,Male,34,3,2,Healthcare Representative,2.0,Single,,9697,6,Y,No,14,3.0,4,80,0,,3,3,,7,0,9
35.0,No,Travel_Rarely,1370,,27,4.0,Life Sciences,1,1728,4.0,Male,49,3,2,Manufacturing Director,3.0,Married,6883.0,5151,2,Y,No,16,,2,80,1,17.0,3,3,7.0,7,0,7
,,Travel_Rarely,793,Research & Development,16,,Life Sciences,1,1729,,Male,33,3,1,Research Scientist,4.0,Married,2862.0,3811,1,Y,No,12,,2,80,1,10.0,2,2,,0,0,8
,,Non-Travel,543,Sales,2,,Marketing,1,1731,,Male,87,3,2,Sales Executive,2.0,,4978.0,3536,7,Y,No,11,3.0,4,80,1,,3,1,1.0,0,0,0
46.0,No,Travel_Rarely,1277,Sales,2,,Life Sciences,1,1732,,Male,74,3,3,Sales Executive,,,10368.0,5596,4,Y,Yes,12,3.0,2,80,1,13.0,5,2,,6,0,3
,,Travel_Rarely,1456,Sales,13,5.0,Marketing,1,1733,,Male,96,2,2,Sales Executive,1.0,Divorced,,8658,5,Y,Yes,13,,2,80,3,16.0,3,3,2.0,2,2,2
,Yes,Travel_Rarely,964,,1,,Life Sciences,1,1734,,Male,34,1,2,,,,6735.0,12147,6,Y,No,15,3.0,2,80,0,,2,3,0.0,0,0,0
23.0,,Travel_Rarely,160,Research & Development,4,1.0,Medical,1,1735,3.0,Female,51,3,1,Laboratory Technician,2.0,,,12862,1,Y,No,13,,3,80,0,,3,1,3.0,2,1,2
,No,Travel_Frequently,163,Research & Development,24,1.0,Technical Degree,1,1736,,Female,30,3,2,,4.0,Single,,6670,2,Y,No,20,,4,80,0,9.0,3,2,5.0,4,1,4
,No,Non-Travel,792,Research & Development,1,3.0,Life Sciences,1,1737,,Male,77,3,2,,4.0,Married,,8989,1,Y,Yes,15,3.0,4,80,1,9.0,2,3,,8,5,8
32.0,,Travel_Rarely,371,,19,3.0,Life Sciences,1,1739,4.0,Male,80,1,3,Sales Executive,,,,3840,3,Y,No,13,,3,80,1,,2,1,4.0,3,0,2
,No,Travel_Rarely,611,Sales,7,4.0,Medical,1,1740,2.0,Male,88,3,5,Manager,2.0,Single,,4349,1,Y,No,14,3.0,2,80,0,,3,2,21.0,8,12,8
45.0,No,Travel_Rarely,176,,4,3.0,Life Sciences,1,1744,3.0,Female,56,1,3,,,Married,9756.0,6595,4,Y,No,21,4.0,3,80,2,,2,4,,0,0,3
,,Travel_Frequently,1312,Research & Development,2,,Technical Degree,1,1745,4.0,Female,78,2,1,,1.0,,,26427,0,Y,No,16,,4,80,0,,2,3,,7,0,7
,No,Travel_Frequently,897,,10,3.0,Medical,1,1746,1.0,Male,59,3,1,Human Resources,4.0,Married,,2097,0,Y,No,14,,4,80,1,3.0,2,3,,2,2,1
30.0,Yes,Travel_Frequently,600,Human Resources,8,,Human Resources,1,1747,3.0,Female,66,2,1,Human Resources,4.0,,,9732,6,Y,No,11,3.0,3,80,1,,0,2,4.0,2,1,2
31.0,,Travel_Rarely,1003,Sales,5,,Technical Degree,1,1749,,Male,51,3,2,,3.0,,,20943,1,Y,No,19,,3,80,1,6.0,3,3,,2,0,2
27.0,,Travel_Rarely,1054,,8,3.0,Medical,1,1751,3.0,Female,67,3,1,Research Scientist,4.0,,3445.0,6152,1,Y,No,11,,3,80,0,,5,2,6.0,2,1,4
29.0,,Travel_Rarely,428,Sales,9,,Marketing,1,1752,2.0,Female,52,1,1,,,Single,2760.0,14630,1,Y,No,13,3.0,3,80,0,,3,3,2.0,2,2,2
29.0,No,Travel_Frequently,461,Research & Development,1,3.0,Life Sciences,1,1753,4.0,Male,70,4,2,Healthcare Representative,,Single,6294.0,23060,8,Y,Yes,12,3.0,4,80,0,10.0,5,4,3.0,2,0,2
,No,Travel_Rarely,979,,15,2.0,Marketing,1,1754,3.0,Male,94,2,3,Sales Executive,1.0,Divorced,7140.0,3088,2,Y,No,11,3.0,1,80,1,12.0,2,3,,7,1,7
,No,Travel_Rarely,181,Research & Development,2,,Medical,1,1755,,Male,97,4,1,Research Scientist,4.0,Married,2932.0,5586,0,Y,Yes,14,,1,80,3,6.0,3,3,5.0,0,1,2
,,Non-Travel,1283,,2,,Marketing,1,1756,,Female,62,3,2,Sales Executive,2.0,,5147.0,10697,8,Y,No,15,,4,80,0,13.0,2,2,11.0,7,1,7
49.0,,Travel_Rarely,1313,Sales,11,4.0,Marketing,1,1757,4.0,Female,80,3,2,,4.0,Single,,8191,3,Y,No,12,3.0,3,80,0,8.0,1,4,5.0,1,0,4
,Yes,Travel_Rarely,211,Sales,16,3.0,Life Sciences,1,1758,,Female,74,3,3,Sales Executive,,Single,8564.0,10092,2,Y,Yes,20,4.0,3,80,0,,2,2,0.0,0,0,0
38.0,No,Travel_Frequently,594,,2,2.0,Medical,1,1760,,Female,75,2,1,,2.0,,,15963,4,Y,No,14,3.0,2,80,1,,4,2,,1,0,5
31.0,,Travel_Rarely,1079,,16,,Marketing,1,1761,,Male,70,3,3,,,Married,,19002,2,Y,No,13,3.0,1,80,3,,2,3,1.0,0,0,0
29.0,No,Travel_Rarely,590,,4,3.0,Technical Degree,1,1762,,Female,91,2,1,,,Divorced,,10007,1,Y,No,13,3.0,3,80,1,,2,3,,0,0,0
,No,Travel_Rarely,305,Research & Development,16,,Life Sciences,1,1763,,Male,58,4,2,,3.0,Married,,9128,3,Y,No,16,3.0,3,80,1,10.0,3,3,7.0,0,1,7
,No,Non-Travel,953,,5,4.0,Technical Degree,1,1764,,Male,65,3,1,,,Single,2718.0,17674,2,Y,No,14,3.0,2,80,0,12.0,3,3,7.0,7,0,7
,No,Travel_Rarely,833,Research & Development,18,,Medical,1,1766,,Male,60,1,2,,4.0,,5811.0,24539,3,Y,Yes,16,,3,80,1,,2,3,1.0,0,1,0
43.0,,Travel_Frequently,807,Research & Development,17,3.0,Technical Degree,1,1767,,Male,38,2,1,Research Scientist,3.0,Married,,15587,9,Y,Yes,16,3.0,4,80,1,,4,3,1.0,0,0,0
42.0,No,Travel_Rarely,855,Research & Development,12,3.0,Medical,1,1768,,Male,57,3,1,,2.0,Divorced,2766.0,8952,8,Y,No,22,4.0,2,80,3,,6,2,5.0,3,0,4
,No,Travel_Rarely,478,,2,3.0,Medical,1,1770,,Male,60,2,5,,,,19038.0,19805,8,Y,No,12,,2,80,3,34.0,2,3,,0,0,0
33.0,,Non-Travel,775,Research & Development,4,,Technical Degree,1,1771,4.0,Male,90,3,2,Research Scientist,2.0,Divorced,,6194,5,Y,No,15,,4,80,2,,2,2,9.0,8,1,7
